INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P0222', '05-Jan-2023', '1126', '1200', '1400', '420', '3020', 'PAID', '23T0222', '23R0222');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P1389', '18-May-2023', '1244', '2000', '400', '120', '2520', 'PAID', '23T1389', '23R1389');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P1414', '24-May-2023', '0844', '700', '2880', '720', '4300', 'CANCELLED', '23T1414', '23R1414');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P1693', '28-May-2023', '2312', '2000', '910', '280', '3190', 'CANCELLED', '23T1693', '23R1693');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P1919', '30-May-2023', '1242', '2000', '1680', '480', '4160', 'PAID', '23T1919', '23R1919');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P1973', '31-May-2023', '1149', '5000', '200', '60', '5260', 'PAID', '23T1973', '23R1973');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2053', '02-Jun-2023', '1407', '3000', '800', '240', '4040', 'CANCELLED', '23T2053', '23R2053');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2153', '03-Jun-2023', '2214', '2000', '280', '80', '2360', 'PAID', '23T2153', '23R2153');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2194', '09-Jun-2023', '1620', '3000', '1400', '420', '4820', 'PAID', '23T2194', '23R2194');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2382', '09-Jun-2023', '0650', '1200', '1400', '420', '3020', 'CANCELLED', '23T2382', '23R2382');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2394', '13-Jun-2023', '2327', '1200', '200', '60', '1460', 'CANCELLED', '23T2394', '23R2394');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2483', '15-Jun-2023', '0151', '2000', '1960', '560', '4520', 'CANCELLED', '23T2483', '23R2483');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2531', '17-Jun-2023', '0116', '1200', '2800', '840', '4840', 'PAID', '23T2531', '23R2531');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2719', '28-Jun-2023', '0550', '2000', '140', '40', '2180', 'CANCELLED', '23T2719', '23R2719');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2838', '02-Jul-2023', '1042', '700', '1200', '320', '2220', 'PAID', '23T2838', '23R2838');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2881', '06-Jul-2023', '1254', '2000', '1400', '400', '3800', 'CANCELLED', '23T2881', '23R2881');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2962', '14-Jul-2023', '2146', '1200', '2900', '750', '4850', 'PAID', '23T2962', '23R2962');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2965', '16-Jul-2023', '2022', '5000', '840', '240', '6080', 'PAID', '23T2965', '23R2965');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P2980', '26-Jul-2023', '0333', '2000', '300', '80', '2380', 'CANCELLED', '23T2980', '23R2980');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3102', '13-Aug-2023', '2245', '2000', '1500', '400', '3900', 'PAID', '23T3102', '23R3102');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3146', '17-Aug-2023', '2218', '700', '1500', '400', '2600', 'CANCELLED', '23T3146', '23R3146');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3154', '22-Aug-2023', '1345', '2000', '1400', '400', '3800', 'CANCELLED', '23T3154', '23R3154');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3255', '29-Aug-2023', '1954', '1200', '650', '200', '2050', 'PAID', '23T3255', '23R3255');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3381', '04-Sep-2023', '0416', '3000', '2880', '720', '6600', 'PAID', '23T3381', '23R3381');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3414', '20-Sep-2023', '1104', '700', '3500', '1250', '5450', 'PAID', '23T3414', '23R3414');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3539', '24-Sep-2023', '0503', '3000', '4200', '1500', '8700', 'CANCELLED', '23T3539', '23R3539');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3630', '03-Oct-2023', '2256', '3000', '3480', '900', '7380', 'CANCELLED', '23T3630', '23R3630');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3691', '09-Oct-2023', '1415', '5000', '840', '240', '6080', 'CANCELLED', '23T3691', '23R3691');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3728', '11-Oct-2023', '1602', '2000', '2880', '720', '5600', 'CANCELLED', '23T3728', '23R3728');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3779', '20-Oct-2023', '1104', '700', '910', '280', '1890', 'PAID', '23T3779', '23R3779');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3855', '25-Oct-2023', '1403', '2000', '1960', '560', '4520', 'PAID', '23T3855', '23R3855');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3932', '04-Nov-2023', '1929', '700', '980', '280', '1960', 'PAID', '23T3932', '23R3932');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P3992', '08-Nov-2023', '0635', '1200', '1000', '300', '2500', 'CANCELLED', '23T3992', '23R3992');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P4043', '15-Nov-2023', '1546', '5000', '1000', '300', '6300', 'CANCELLED', '23T4043', '23R4043');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P4185', '20-Nov-2023', '1256', '2000', '3920', '1120', '7040', 'CANCELLED', '23T4185', '23R4185');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P4211', '27-Nov-2023', '0956', '2000', '1400', '420', '3820', 'CANCELLED', '23T4211', '23R4211');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P4239', '29-Nov-2023', '1758', '2000', '2100', '750', '4850', 'PAID', '23T4239', '23R4239');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P4383', '11-Dec-2023', '0031', '1200', '840', '240', '2280', 'CANCELLED', '23T4383', '23R4383');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P5067', '18-Dec-2023', '2115', '1200', '2880', '720', '4800', 'PAID', '23T5067', '23R5067');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('23P5218', '22-Dec-2023', '0305', '2000', '650', '200', '2850', 'CANCELLED', '23T5218', '23R5218');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0050', '03-Jan-2024', '0852', '1200', '3920', '1120', '6240', 'PAID', '24T0050', '24R0050');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0066', '11-Jan-2024', '1836', '3000', '2320', '600', '5920', 'PAID', '24T0066', '24R0066');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0098', '11-Jan-2024', '1710', '700', '750', '200', '1650', 'PAID', '24T0098', '24R0098');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0171', '12-Jan-2024', '2336', '700', '1200', '320', '2220', 'CANCELLED', '24T0171', '24R0171');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0275', '16-Jan-2024', '0743', '1200', '1200', '360', '2760', 'CANCELLED', '24T0275', '24R0275');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0281', '18-Jan-2024', '1100', '2000', '780', '240', '3020', 'PAID', '24T0281', '24R0281');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0337', '19-Jan-2024', '2252', '1200', '2800', '840', '4840', 'PAID', '24T0337', '24R0337');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0373', '01-Feb-2024', '1909', '700', '700', '250', '1650', 'CANCELLED', '24T0373', '24R0373');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0386', '03-Feb-2024', '0942', '2000', '840', '240', '3080', 'CANCELLED', '24T0386', '24R0386');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0534', '08-Feb-2024', '1311', '2000', '400', '120', '2520', 'PAID', '24T0534', '24R0534');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0610', '09-Feb-2024', '0042', '700', '1960', '560', '3220', 'CANCELLED', '24T0610', '24R0610');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0651', '27-Feb-2024', '0908', '5000', '840', '240', '6080', 'CANCELLED', '24T0651', '24R0651');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0703', '28-Feb-2024', '1443', '700', '1960', '560', '3220', 'CANCELLED', '24T0703', '24R0703');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0711', '29-Feb-2024', '1817', '3000', '1000', '300', '4300', 'CANCELLED', '24T0711', '24R0711');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0755', '29-Feb-2024', '0538', '1200', '200', '60', '1460', 'PAID', '24T0755', '24R0755');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0796', '03-Mar-2024', '1944', '3000', '4060', '1050', '8110', 'CANCELLED', '24T0796', '24R0796');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0820', '04-Mar-2024', '0058', '2000', '1200', '360', '3560', 'PAID', '24T0820', '24R0820');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P0990', '05-Mar-2024', '1012', '3000', '560', '160', '3720', 'PAID', '24T0990', '24R0990');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1018', '06-Mar-2024', '0258', '2000', '1440', '360', '3800', 'PAID', '24T1018', '24R1018');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1037', '07-Mar-2024', '2307', '700', '280', '80', '1060', 'CANCELLED', '24T1037', '24R1037');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1042', '08-Mar-2024', '1050', '700', '1400', '500', '2600', 'PAID', '24T1042', '24R1042');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1101', '13-Mar-2024', '0018', '2000', '1740', '450', '4190', 'CANCELLED', '24T1101', '24R1101');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1155', '14-Mar-2024', '0907', '3000', '1400', '400', '4800', 'PAID', '24T1155', '24R1155');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1235', '14-Mar-2024', '0252', '2000', '2880', '720', '5600', 'PAID', '24T1235', '24R1235');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1262', '21-Mar-2024', '0854', '3000', '1920', '480', '5400', 'CANCELLED', '24T1262', '24R1262');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1312', '21-Mar-2024', '1015', '3000', '700', '250', '3950', 'CANCELLED', '24T1312', '24R1312');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1340', '24-Mar-2024', '1527', '700', '1960', '560', '3220', 'PAID', '24T1340', '24R1340');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1408', '27-Mar-2024', '1630', '2000', '1960', '560', '4520', 'PAID', '24T1408', '24R1408');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1413', '27-Mar-2024', '2342', '1200', '3920', '1120', '6240', 'PAID', '24T1413', '24R1413');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1431', '29-Mar-2024', '0329', '2000', '1400', '420', '3820', 'PAID', '24T1431', '24R1431');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1488', '03-Apr-2024', '0203', '5000', '580', '150', '5730', 'PAID', '24T1488', '24R1488');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1525', '04-Apr-2024', '1006', '700', '4200', '1120', '6020', 'CANCELLED', '24T1525', '24R1525');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1530', '04-Apr-2024', '2023', '2000', '450', '120', '2570', 'CANCELLED', '24T1530', '24R1530');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1536', '06-Apr-2024', '1656', '5000', '1400', '500', '6900', 'PAID', '24T1536', '24R1536');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1575', '06-Apr-2024', '0222', '1200', '400', '120', '1720', 'PAID', '24T1575', '24R1575');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1588', '12-Apr-2024', '2126', '1200', '3920', '1120', '6240', 'CANCELLED', '24T1588', '24R1588');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1591', '12-Apr-2024', '1725', '1200', '600', '160', '1960', 'PAID', '24T1591', '24R1591');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1621', '12-Apr-2024', '1137', '2000', '1820', '560', '4380', 'CANCELLED', '24T1621', '24R1621');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1699', '14-Apr-2024', '2351', '3000', '1000', '300', '4300', 'CANCELLED', '24T1699', '24R1699');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1714', '17-Apr-2024', '0308', '700', '840', '240', '1780', 'PAID', '24T1714', '24R1714');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1721', '19-Apr-2024', '0828', '2000', '9800', '3500', '15300', 'CANCELLED', '24T1721', '24R1721');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1763', '23-Apr-2024', '1506', '1200', '3920', '1120', '6240', 'CANCELLED', '24T1763', '24R1763');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1783', '24-Apr-2024', '0503', '1200', '2100', '560', '3860', 'PAID', '24T1783', '24R1783');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1800', '24-Apr-2024', '1135', '1200', '3920', '1120', '6240', 'CANCELLED', '24T1800', '24R1800');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1829', '30-Apr-2024', '0520', '2000', '260', '80', '2340', 'PAID', '24T1829', '24R1829');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1852', '01-May-2024', '2043', '700', '840', '240', '1780', 'CANCELLED', '24T1852', '24R1852');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1972', '06-May-2024', '0130', '3000', '420', '120', '3540', 'PAID', '24T1972', '24R1972');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P1999', '08-May-2024', '0443', '700', '200', '60', '960', 'CANCELLED', '24T1999', '24R1999');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P2004', '08-May-2024', '0939', '2000', '560', '160', '2720', 'PAID', '24T2004', '24R2004');
INSERT INTO Payment (pay_id, pay_date    , pay_time    , deposit, rental_amt, insurance_amt , pay_amt , pay_stat, receipt_no, reserv_id) VALUES ('24P2017', '10-May-2024', '1232', '1200', '1200', '360', '2760', 'PAID', '24T2017', '24R2017');
